userName,score,content,at
arif Mubarokd,1,Aplikasi dibuat untuk menyusahkan... lola bedddd anjir.. baikin dong aplikasinya .hermannnnnnn,2024-03-28 08:58:24
Aziz,1,ribettttt,2024-03-28 08:37:22
Nindi Febrina,1,aplikasi ga guna! jelek bgt kualitasnya,2024-03-28 08:06:42
Senju Amra,1,APLIKASI PALING USELESSS!!!!! DUIT PAJAK RAKYAT TOLONG DONG DIPAKAI BUAT HAL2 YG BERMANFAAT KAYA M PAJAK INI DIBENERIN!!!! KITA MAU BAYAR AJA DIPERSULIT !!!!!!!!,2024-03-28 07:47:13
_ Sptr,1,"Critical Eror Occurred! ayolah katanya masuk kerja dipajak susah seleksinya, masa aplikasinya gabisa dipakai sama sekali kya gini hadeh",2024-03-28 07:38:14
EdoKp1,2,Aplikasi sering error mau di permudah tapi di persulit,2024-03-28 07:30:46
irfan rizki rizki,1,nggak guna banget punya aplikasi,2024-03-28 07:10:38
Feby Anggara,1,"Jelek banget aplikasinya. Kami dituntut cepet lapor pajak, tapi ada aplikasi yang kami pikir bisa cepet selesai tapi malah aplikasinya jelek. Gak guna.",2024-03-28 07:09:19
Gusniar Sihombing,1,"Aplikasinya benar-benar membuat pusing, berulang kali gagal kalau udh ke tahap selanjutnya",2024-03-28 06:59:27
Hatta Achmad,1,"Mau lapor pajak aplikasi eror mulu, gak lapor pajak denda, pemerintah bisa nya bikin susah aja",2024-03-28 06:55:16
hidayatul,1,"baru buka langsung error, mau login error lg, nggak bisa di pake, mau laporan nggak bisa",2024-03-28 06:42:36
Lorensius 123,5,Sangat membantu wajib pajak,2024-03-28 06:38:45
Ely Kopral,1,"Baru download aplikasi eror mulu gimana mau lapor spt,,tolong di perbaiki.",2024-03-28 06:38:02
MRifana S,1,Error mulu,2024-03-28 06:37:01
Lasimin,1,"Parah sekali, seharusnya aplikasi seperti ini membantu dan mempermudah sehingga waktu dan biaya tidak terbuang sia-sia",2024-03-28 06:32:52
Jefrie Singal,5,Ok mantap,2024-03-28 06:17:36
Muhammad Isham Musthafa,1,Banyak kekurangan,2024-03-28 05:51:36
Amus Pai,1,Bgini kualitas pemerintah kita bikin aplikasih tdk usah buat aplikasih om kualitasnya miris,2024-03-28 05:40:26
Hasnan Torres,1,"Sbetulnya saya heran, kenapa saya disuruh Update padahal di Playstore tidak ada tulisan ""update"" Whyyy???? Saya makin heran ternyata gak cuma saya yg merasakan 😂😂.",2024-03-28 05:04:32
AVIF ARIFUDIN,1,Aplikasi nya sering eror jadi kesel,2024-03-28 05:02:45
rofik aenur,1,"Error, force close, input otp error parah2",2024-03-28 04:18:26
polindo siagian,1,"Aplikasi tolol, bukannya mempermudah",2024-03-28 04:10:20
Prabu Boy,1,Parah memang kita bayar pajak kita yg di persulit aplikasi gk guna buat apa di buat masa baru masuk sudah eroorr parah,2024-03-28 04:09:24
Tri Sumarno,5,Ok,2024-03-28 04:03:21
vasha dstdy,1,"Bobrok sekedar buat aplikasi menggunakan uang anggaran tappi gak bermanfaat, gini mau narik ppn 12% pph 21 sudah membuat masyarakat tercekik bos. Antara kebijakan dan pelaksana wajib pajak tidak di pertimbangkan",2024-03-28 04:02:15
Aliso So,1,Crash ancur,2024-03-28 03:46:56
Achmad Jafar Al Kadafi,1,"Ealah baru aja install langsung error, pemerintah pemerintah, kemana aje tuh uang pajak.",2024-03-28 03:40:28
Ali Subiyanto,1,Aplikasi tolol di buat ga guna baget,2024-03-28 03:38:44
Syarif Hidayatullah,1,Aplikasi gak guna,2024-03-28 03:13:44
Ndari Rianti,1,Baru buka langsung tutup aplikasi sendiri,2024-03-28 03:08:03
Yosef Nurwidya Kusuma,1,"Parah ini, sekelas aplikasi Pemerintah pusat error terus",2024-03-28 03:00:59
Kyap 9074,1,Lupa efin tidak bisa verifikasi,2024-03-28 03:00:57
Putri Permatasari,1,Aplikasinya error terus. Percuma ada aplikasi tp error terus. Gak mempermudah,2024-03-28 02:59:10
Muhammad Labib,1,"Appnya ga bisa dibuka, tertulis Fatal Error JS Function segala macem. Disuruh update tapi pas dicek ko ga ada tulisan Update",2024-03-28 02:55:10
yogik warudoyong,5,Sangat membantu,2024-03-28 02:54:23
Marella Jati,1,"BENERIN DULU APLIKASINYA LAH, RAKYAT UDAH SURUH BAYAR PAJAK, APLIKASI BUSUK MACAM TAIK JUGA GA DIBENERIN. TIAP MAU BUKA CAMERA ADA AJA ERRORNYA. JANGAN CUMAN SENENG NARIKIN PAJAK RAKYAT AJA KLEAN!!!",2024-03-28 02:49:43
Orang Dalam,1,"Mungkin saya orang ke 273.8jt dari penduduk indonesia yg memberi rating 1 pada aplikasi ini, sayang tak ada rating 0, kalau ada saya pilih yg 0",2024-03-28 02:46:23
Wahyu Suryadi,1,Ga guna,2024-03-28 02:46:16
khairul arifky,1,Parah nyet,2024-03-28 02:41:06
dian permana,1,Aplikasi cacat restart terus,2024-03-28 02:37:45
Lutfia Nur Vitasari,1,Aplikasi gakbisa dibuka,2024-03-28 02:36:16
Muhammad Agym,1,"Aplikasi yg sangat buruk, ngga di website maupun aplikasi sama saja,bukan nya mebg update untuk memperbaiki kualitas pengguna malah tidak ada perkembangan",2024-03-28 02:36:14
akhri fan,1,"error terus pas verifikasi wajah, kacau!!!",2024-03-28 02:20:17
rachma kusuma dewi,1,Link aktivasinya tidak bisa diterima. Sudah coba berkali-kali tetap tidak ada link yang masuk ke email terdaftar.,2024-03-28 01:36:03
NOVAN RAMADHAN,1,Tidak bisa dapatkan efin eror terus padahal data sudah benar,2024-03-28 01:14:29
YULIA SATRIANTI,1,"Hadehh, bukan nya mempermudah hidup malah mempersulit di app 🤧 (12/1/24) Lagi-lagi saya kecewa dgn app ini, kenapa sih suka sekali buat orang naik darah? Apa ga ada niat pemerintah utk memperbaiki kualitas app nya? Makin hari bukan makin bagus, ini malah makin eror 🤧 jangan makan gaji buta aja dong. Kami disuruh bayar pajak. Tapi app nya ga banget kualitasnya 🤢",2024-03-28 00:57:09
Pebri Ansyah,1,Anehhh mau lapor pajak lewat website pun di persulit dan selalu terjadi kesalawan teruss klo memang GK niat bikin website sama aplikasinya mending GK usah di buat ribett bgtt mau lapor aja sulitt pantes aja PD males mau lapor pajak org ribett nya minta ampun,2024-03-28 00:52:44
Tyas Jasmine,1,"Asli udah di download disuruh update, ini apasih yg di update? Udah 5 jam nungguin loading masih aja begitu",2024-03-27 23:26:28
Stone_WR,1,Viralin Biar Pemerintah Bener Berbenah Jangan Cuma Omong Doang. Aplikasi ERROR.!!,2024-03-27 18:21:48
Wah Alit,3,Bisa minta updaten terbaru untuk samsungA33 ndak?,2024-03-27 14:07:26
Rahmat Efendi,1,"Sok-sokan digitalisasi, tp asal bikin aplikasi. Pajak kita dibuang untuk aplikasi yg sia-sia.",2024-03-27 14:00:10
vhijal xt,1,Kecewa pelayanannya,2024-03-27 12:06:32
bukan chanel biasa,1,ribet mau liat secara online aja harus dtg ke kantor pajak dulu. padahal penting mau liat pajak dr rumah dan taat pajak. aplikasi bobrok.,2024-03-27 12:03:20
Deddy Suhangga,1,aplikasi pajak cacat apalikasi apaan begini,2024-03-27 10:56:19
very marson,1,"Apa sih aplikasi ini gak jelas Mala closing sendiri lagi di daftarin juga,,,kalau emang gak bisa ngebantu mending gak usah diadain,,,nambah ribet aja,,ngeselin",2024-03-27 08:07:10
RISQI AC,1,"Aplikasi yang susah untuk digunakan, bikin geram🥴🤔, bisa tidak diperbaiki lagi?",2024-03-27 07:44:35
Chintya Dewi Mahita,1,"Live pajak ga bisa, 1500200 ga bisa. Apa coba yang bisa membantu?",2024-03-27 06:37:31
Leo Agista,1,Semua yg dari pemerintahan tidak ada yg berguna bagi rakyat hanya memberatkan dan menyusahkan saja.. aplikasi sampah IT yg tidak becus. Tidak mau menerima masukan rakyat negara hancur dan rusak bila di pimpin orang asal asalan,2024-03-27 06:15:48
Kya,1,Ini aplikasi gimana sih? Masa baru aja download udah disuruh update? Gk jelas bgt mana updatenya gk selesai-selesai. Hadeh mau taat pajak tapi alurnya aja susah bgt. Belum lagi propertinya gk mendukung,2024-03-27 05:45:53
Revi Yusuf,1,"Ini belum optimal ya aplikasi nyaa developer ,udah tahap kirim verifikasi ,tapi tak kunjung datang ke email ,itu nyangkut dimana developer",2024-03-27 05:40:29
Agusta Official,1,Perlu pengembangan untuk pemegang IT Setidaknya biarkan milenial saja yg mengurusi teknologi agar tidak bobrok sprti ini,2024-03-27 05:17:54
Bambang Kurniadi,1,"Download aplikasi kirain bakal membantu, ternyata tidak sama sekali.",2024-03-27 04:07:54
anak lapangan,1,"Apapun pilihan menu/pertanyaan knp selalu ngaarah otomatis ke lupa efin,dan menunggunya luama bgt ,yg begini2 susah klo pas mungut pajak cepet 🤭",2024-03-27 04:01:34
Eftin Ashary,1,"Kode verikfikasi tidak terkirim kirim, baik ke e-mail maupun ke sms, sudah saya cek ke spam juga tidak masuk, pulsa nomor saya juga tidak 0. Saya ulang 2 kali masih juga ga terkirim.",2024-03-27 03:57:36
Ancil YB,2,"SAYA HERAN DENGAN APLIKASI PEMERINTAH INI? SUDAH DINAIKKAN PAJAK, TAPI KUALITAS APLIKASI KAYAK APLIKASI SCAM. KALAU MAU REKRUT ORANG IT, YANG BENAR LAH, BUKAN ASAL BISA JAWAB PSIKOTES DOANG. APLIKASI INI CUMA BUAT FORMALITAS SAJA ATAU MAU MEMPERMUDAH LAYANAN? TOLONG DIRUBAH LAH CARA KERJANYA",2024-03-27 03:01:28
Amo Chan,2,"Aplikasi Kurang Membantu, Maunya Apa Nih...Di Chat,kring, Email Kaga Ada Balasan Sama Sekali",2024-03-27 02:44:27
Agung Subekti,5,Coba,2024-03-27 00:58:11
Iqbal Nursidik,1,"Ini saya mau buat npwp, daftar nya astagfirullah, gak heran masyrakat banyak yang main slot karna lebih gampang daftaf slot daripda npwp",2024-03-26 23:38:28
Irvan Maulana,5,Oke,2024-03-26 18:58:11
Arif budiyawan,1,"Lupa efin susah bener dapetnya lagi,sudahmasukin data sesuai di npwp ya verif gagal terus. Parah bener apk nya,buang buang kuota.",2024-03-26 12:09:13
novel.alief novel,5,Mantap.,2024-03-26 11:42:32
Tra Koson2nd,1,Ini aplikasi paling busuk yang pernah ku install.,2024-03-26 10:56:15
Wendy Dimas,1,Aplikasi Error saat dibuka pertama,2024-03-26 09:36:54
Les Ley,1,Lemot,2024-03-26 08:04:35
Anu Dipsy,1,"mau bayar pajak aja sulit sekali, pake gk bisa segala provide tri dan axis. sekala negara padahal . dh gitu APPnya gk bisa di pencet daftarnya",2024-03-26 07:57:13
Krisna Ridho,1,aplikasi bagus,2024-03-26 07:37:01
Rizal Setiawan,1,"Bug terus, sekali bug lama",2024-03-26 06:45:50
Pratama Cilukba,1,"Aplikasi bukannya bantu malah makin kesel. Tolol IT developmentnya. Sruh update tapi malah error, d playstore aja ga ada updatenya. Gmna sih.. Aplikasi tolol.",2024-03-26 06:35:19
Fadila Ayu Astiti,1,Sumpah ini aplikasi pemerintahan ga ada yang benar benar bekerja dengan baik. Mau masuk aja ga bisa. Apalagi udah bisa masuk dan mau verifikasi gagal terus. Padahal signal bagus. Semua data sudah saya teliti dengan seksama tapi gagal. Aneh. Untuk apa menciptakan aplikasi online kalau memang sistimnya seperti ini. Hapus Saja. Memang pemerintah itu selalu membuat ribet warga nya. Tidak ada kemudahan sama sekali.,2024-03-26 05:12:57
Za game,1,Burik,2024-03-26 05:11:08
Uce Doank,1,"Dibuka susah, gimana nau bantu kita bayar pajak ini apk 😤",2024-03-26 04:30:26
ami artiya87,1,"aplikasi sesat, mending di hapus saja lah ..",2024-03-26 04:19:38
Melza Nks,1,Aplikasi nya bobrokk g niat amat buat apk..,2024-03-26 04:19:30
Muhamad Luthfi,1,"Aplikasi pajak tapi tidak bisa untuk lapor pajak.. ditanya ke petugas katanya ""kita kan sudah online jadi tidak perlu aplikasi"" saya hanya bisa menjawab ""hah??!!"" Jawaban macam apa itu.. aplikasi untuk mempermudah tp malah tidak digunakan.. lucu memang.. anggaran oh anggaran",2024-03-26 03:52:58
Aldi Victor,1,aplikasi apa ini? ga guna banget eror mulu,2024-03-26 03:39:39
Dini Wulandari,1,Gajelas banget aplikasinya eror mulu,2024-03-26 03:37:23
Andala ga,1,Baru juga mau pakai.. Udah error aja aplikasinya payah,2024-03-26 03:18:49
Junaedi Edi54,1,LAPOR LUPA EFIN TAPI GA DAPET KODE KONFIRMASI. ANEH,2024-03-26 03:04:25
Deti Diana,1,Gk bisa dibuka,2024-03-26 02:49:31
Ais Maysaroh,1,"Kita udah bayar pajak, mau bikin NPWP online aja susah nya minta ampun. Heran sama semua aplikasi pemerintah ga ada yg bener",2024-03-26 02:47:13
Muhammad Ridho Saputra,1,"Percuma bikin aplikasi, kalo apa apa harus ke kantor djp",2024-03-26 02:04:11
Indri Trs,1,"Tidak membantu, layanan 1500200 juga tidak membantu pulsa udh abis 50rb cuma sampe sedang sibuk doang. Trmksh",2024-03-26 01:50:45
ANAN BUSSID,1,Diperbaiki lah,2024-03-26 01:29:33
kharis setiawan,1,Mohon diperbaiki.. Aplikasi sekelas instansi pemerintah masa buat masuk login aja gak bisa2.. Kacau,2024-03-26 00:31:40
Rafa Rafi,1,Apk tai,2024-03-25 15:40:41
Firman Afrian,1,Baru saja download tapi minta pembaruan lagi... Apk apaan ini 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ kacau,2024-03-25 13:52:52
Maulana mila,1,Aplikasi tidak berguna lupa ifin salah terus nama kecamatan dan kota padahal sudah sesuai KTP. Lebih baik hapus saja aplikasi ya dari play store,2024-03-25 12:01:38
muhammad akbar ramadhan,1,gajelas,2024-03-25 07:32:03
Decky Gr,2,Erorr ngerestar mulu ini tolong ditingkatkan lagi,2024-03-25 07:04:10
ok ok,1,👍,2024-03-25 06:41:48
Shafa azura ibrahim Azura,1,"G jelas apa maunya ni apk, bukan mempermudah, malah mempersulit",2024-03-25 06:30:46
ANDHIKA NURROHMAN,1,Ebusseet ini apk kek kntl,2024-03-25 06:12:08
Noers,2,Aplikasi tidak baguss.. Buka apapun susah walaupun signal bagus. Apk hanya bikin pusing,2024-03-25 05:29:29
zulfadri zulfadri,1,Aplikasi taik.. Mau bayar pajak susah.. Kode efin susah... Gimana mau lapor pajak...,2024-03-25 05:01:28
Trash You,5,Tingkatkan terus,2024-03-25 04:48:02
dandy aridhea,1,Eror,2024-03-25 04:36:17
Bintang Jr,1,"Lupa efin mau bayar pajak,ribet nya minta ampun,ini mau bayar misal mau ngutang gak cuma ribet mungkin ya...hadeh aplikasi jelek",2024-03-25 04:13:01
Wi Guna,4,Sangat mendukung,2024-03-25 02:58:15
Muhammad Roni,1,Sulit masuk ya eror,2024-03-25 02:52:05
Rivandi Saputro,1,Kwalitasnya seperti gk berguna samasekali,2024-03-25 02:14:20
jipongwisnu yogyakarta,5,sangat membantu,2024-03-25 01:56:03
Prast Cruise,1,pemutakhiran NPWP secara mandiri TAPI Se-Rungkad ini aplikasinya,2024-03-25 01:05:38
Bina Rakasiwi,1,"Aplikasi apa ini,buat tanya2 susah,ribet.",2024-03-24 23:59:05
Geska Amanda,3,Aplikasinya belom kompatibel buat tablet kah 😠,2024-03-24 16:33:02
ilham muhammar,2,Sdh di install tp apk keluar terus. Hp memyarankan menutup apl,2024-03-24 13:43:50
Sifa Datul Zahra,3,Aga lemot yah,2024-03-24 12:20:16
Tidak Dikenal,1,Hati hati ini aplikasi berbahaya.,2024-03-24 10:20:19
Syarif Daifullah,1,"Pajak udh dibayar, hasil nya bikin aplikasi cacat begini",2024-03-24 07:11:37
Ahmad Riza,1,Capek buat npwn online kek ribet banged kadang kode otpnya g sesuai pass mau di validasi kadang juga pass minta kode verifikasi lama banged mana lagi udh pake pulsa malah ke sedot capek buat online,2024-03-24 06:27:08
Alya Dwi,1,Aplikasi bikin dosa aja,2024-03-24 05:07:54
Rizky Angel Pratama,1,"Daftar efin harus ke kantor, buat apa sistem online!",2024-03-24 04:42:24
amri tanjung,1,Aplikasi apaini. slalu update tapi gk pernah bner. gk kebuka yg benar dulu kalian bikin aplikasi ini bah. memuakkan kali aplikasi kalian ini,2024-03-23 19:32:41
Beny Irawan,1,Aplikasi gak guna mau login aja susah,2024-03-23 14:13:02
Andi Noviyanto,1,"lupe EFIN, buka email buat liat OTP pas balik lg ke aplikasi mulai lg dari awal.",2024-03-23 05:40:28
Rendi High,1,aplikasi sampah kaya gini buat apa???fitur live chat ga bisa verifikasi stuck ngapain di buat aplikasi kalo ga bisa mempermudah pengguna....urusan pajak kok di sepelak kaya urusan bikin krupuk,2024-03-23 05:24:07
Agung Rizaldy,1,"susah amat otpnya, pulsa melayang layang percuma",2024-03-23 05:14:29
Iwan Kurniawan,1,"Kalau orang pengen pada tertib bayar pajak lebih di mudahkan lagi di pastikan lagi apk tidak ada kendala, lakukan survey ke masyarakat perbaharui, lupa efin kendala y aplikasi masih lambat padahal signal kencang, verifikasi tidak masuk masuk, menggunakan no telpon tidak bisa, semoga bisa lebih memudahkan kembali dan terus evaluasi",2024-03-23 04:41:48
lukman nurhakim,1,gimana sih developer kok bisa bisa nya freetext untuk kecamatan kelurahan dan kab kota sehingga menyebabkan verifikasi gagal wkwkw,2024-03-23 02:47:29
mrsyahrial77 yal,5,Ok,2024-03-23 01:37:01
Bowo Prasetyo,1,"Gak bisa digunakan, tetep kudu ke kantor pajak 👍",2024-03-23 00:49:56
Jamil Muh,1,Good,2024-03-23 00:19:03
Ahmad Abdul Salam,1,"Sangat tidak membantu, aplikasi selalu mengalami crash..... Tidak ada perbaikan ataupun pengembangan dari pihak terkait",2024-03-22 18:55:07
Muhamad Rizky Fadillah,5,"Aplikasinya udah bener lagi sekarang, sebelumnya EFIN ga masuk, tapi sekarang udah ada perbaikan",2024-03-22 15:22:47
Ibnu Alghufron,1,Eror terus,2024-03-22 14:06:46
Rapio Putra,1,aplikasi gak jelas,2024-03-22 11:23:59
Dhani Ramdhansyah,1,"Kebanyakan loading, gini nih aplikasi klo biaya mahal hasil nyata murahan. Di korup terus",2024-03-22 08:36:24
Aldebaran indarto,1,"Sudah masukin no npwp dan password, salah mulu, sampai ubah password typ salah lagi pas login",2024-03-22 07:51:45
Robet Ribet,1,Ga bisa di pake aplikasinya.. Mau lapor aja di bikin RIBET,2024-03-22 07:33:12
Wahyu Jember,1,apk tolol vrfksi gak bisa²,2024-03-22 06:53:41
DDIMAS WWIJAYA,1,Aplikasi berguna sudah sesuai semua tetap gagal,2024-03-22 06:49:06
Yuanita Indah Sari,1,Aplikasi payah. Gimana mau taat atau lapor pajak. Klo sistem aja belum bener.. parahh,2024-03-22 06:00:05
Syamsuardi Syamsuardi,1,Buruk,2024-03-22 05:41:09
Diky Irawan,1,Pas mau verifikasi wajah for close mulu hedeh,2024-03-22 05:28:47
FOX _,1,"Aplikasi dibawah naungan pemerintah seperti ini kualitasnya? Ckckck tidak heran. Baru buka apps sudah eror. Baru buka Live Chat Pajak, padahal jaringan bagus, sinyal oke. Tiba-tiba chat berakhir. Baru buka loh? Ckckck aplikasi tidak berguna.",2024-03-22 05:01:00
Rudi Aman,1,"Aplikasi Hao Hao... sekelas Pengelola Pajak negara ...tak becus ngelola Aplikasi yg di butuhkan masyarakat... bagaimana masyarakat mau bayar pajak dengan tepat... Fasilitas yg anda buat sangat rumit ,,,dan membuat susah masyarakat banyak...padahal rakyat sudah bayar pajak,kalian suruh lagi lapor, sudah mau melapor kalian buat susah lagi",2024-03-22 04:53:32
kiky rizkiah,1,"Mau daftar sj di persulit, pulsa habis karna otp g jelas",2024-03-22 04:42:21
Aman By,1,"aplikasi aneh masa klik lupa sandi gak bisa, tolong lah di perbaiki aplikasinya, jgn smpai merugikan penggunaal nya",2024-03-22 03:56:28
Fendy anak rantau,1,Cek dlu,2024-03-22 03:42:12
Yudhistira Pratama,1,Sumpah ini aplikasi jelek banget.,2024-03-22 02:43:53
Almer Hia,1,"Error terus... pelayanan macam apa ini, gak jelas",2024-03-22 02:03:35
Firaa Fahiyaa,1,Parah eror terus,2024-03-22 01:47:13
bosen banget,1,"Klik banner dan slide tidak berfungsi. Tidak nyambung ke back 3nd, tolong direvisi lah sekelas programmer pemerintah harusnya top markotop",2024-03-21 23:12:02
Muhammad Dzaky Rifaldi,1,"Gajelas dibikin muter muter doang. Gua lupa efin, udah isi data tapi suruh login dulu dan loginnya harus pake efin gimana sii. Mau lapor pajak aja dibikin susah begini",2024-03-21 17:17:24
Windry Polla,1,Di buat susah pada saat pengiriman otp hanya buat pulsa habis saja,2024-03-21 14:26:19
Santo Forever87,1,"Jelek aplikasinya error terus, perlu perbaikkan",2024-03-21 13:34:02
BEDUDAX RASAX,1,Apk apaan mau login aja susah apalagi pas cek efin katanya udah dikirim email tp nggak ada email masuk👎👎,2024-03-21 13:22:50
Muhammad Izzuddin,5,Proses permohonan efin tidak sampai 20 menit👍,2024-03-21 10:40:44
Ojhi Lends,1,"Pulsa 20 ribu habis , gabisa masuk kode otp selalu salah as*""",2024-03-21 09:37:41
max priyon,1,"banyak nge bug nya, stuck masa mau daftar gak bisa kocak",2024-03-21 09:26:07
Gioo,1,"Layanan lupa efin ga guna.. kode OTP yang dimasukan sesuai sama yg dikirim, mau verifikasi keterangannya kode OTP salah, Aneh banget.",2024-03-21 08:08:53
Wasito Adi,1,"Aplikasi tolol, niat hati mau laporan pajak mau minta EFIN aja dipersulit!",2024-03-21 06:43:15
Agus Satrio,1,"Aplikasi buruk,percuma di realis aplikasi kalau sering gangguan,lebih bagus ga usah lewat aplikasi,bukan mempermudah pelaporan malh menyebalkan",2024-03-21 05:50:13
Aisyah,1,Pendaftaran langkah ke 2 sdh gak bisa lanjut lagi stuck di situ aja mau di klik next atau prev gak bisa juga...developernya perbaiki lagi nih,2024-03-21 05:33:53
Riansah Mulkah,1,"aplikasi tak bisa di pakai, ribet X",2024-03-21 05:21:34
Putri Nurjaya,5,Oke😊😊😊,2024-03-21 05:03:10
Hajid Alakhtar,1,Ga ada guna ini aplikasi. Selayaknya aplikasi pemerintah pada umumnya. Gw kaga bisa login mon,2024-03-21 04:28:28
Pranda Prasetyo,1,Sngt gg profesional. Otp trobel terus,2024-03-21 03:35:34
Akmal RCB,4,Aplikasi nya sudah bagus dan bermanfaat,2024-03-21 02:53:35
Beni Setiawan,1,"Menghabiskan kuota saja,niat mau laporan SPT,setengah hari mantengin hp GX ada guna,bukan nya dipermudah malah menyusahkan,giliran GX laporan didatangi petugas,pajak ini bener bener seperti lintah darat,sya tidak punya hutang,tp kalau telat bayar didenda,kalau mau bikin sistem itu dibenerin dulu otak nya,lebih mudah mobile legen ketimbang aplikasi burik ini,taaaiiiii",2024-03-21 02:35:55
