content,source,cleaned,t,sentiment_score,sentiment
"Lapor PPN error mulu udh dari jumat kmrn di coba tetap pasan nya ""exception has been thrown by the target of an invocation"" nanya kemana2 jawabnya tolong cek secara berkala. Ini sudah tgl 22 Feb @ditjenpajakri sampai kapan kami harus nge cek secara berkala?? Apakah emang tidak ada solusi lagi kah??",instagram,lapor ppn error mulu udh dari jumat kmrn di coba tetap pasan nya exception has been thrown by the target of an invocation nanya kemana jawabnya tolong cek secara berkala ini sudah tgl  feb ditjenpajakri sampai kapan kami harus nge cek secara berkala apakah emang tidak ada solusi lagi kah,"['lapor', 'ppn', 'error', 'mulu', 'sudah', 'dari', 'jumat', 'kemarin', 'di', 'coba', 'tetap', 'pasan', 'ya', 'exception', 'has', 'been', 'thrown', 'by', 'the', 'target', 'of', 'an', 'invocation', 'bertanya', 'kemana2', 'jawabnya', 'tolong', 'cek', 'secara', 'berkala', 'ini', 'sudah', 'tanggal', '22', 'februari', 'ditjenpajakri', 'sampai', 'kapan', 'kami', 'harus', 'nge', 'cek', 'secara', 'berkala', 'apakah', 'memang', 'tidak', 'ada', 'solusi', 'lagi', 'kah']",-88,negative
"Min kenapa pekerja yang gajinya dibawah 4,5 juta dikenakan pajak negara juga? Sedangkan peraturan terbaru jika seseorang tersebut bisa dikenakan pajak ketika berpenghasilan 4,5juta/bulan keatas. bisa jelaskan? banyak kasusnya yang seperti itu. apa ga kasian rakyat selalu diperas oleh negara?",instagram,min kenapa pekerja yang gajinya dibawah  juta dikenakan pajak negara juga sedangkan peraturan terbaru jika seseorang tersebut bisa dikenakan pajak ketika berpenghasilan jutabulan keatas bisa jelaskan banyak kasusnya yang seperti itu apa ga kasian rakyat selalu diperas oleh negara,"['min', 'kenapa', 'pekerja', 'yang', 'gajinya', 'dibawah', '45', 'juta', 'dikenakan', 'pajak', 'negara', 'juga', 'sedangkan', 'peraturan', 'terbaru', 'jika', 'seseorang', 'tersebut', 'bisa', 'dikenakan', 'pajak', 'ketika', 'berpenghasilan', '45jutabulan', 'keatas', 'bisa', 'jelaskan', 'banyak', 'kasusnya', 'yang', 'seperti', 'itu', 'apa', 'tidak', 'kasihan', 'rakyat', 'selalu', 'diperas', 'oleh', 'negara']",-64,negative
"Tolong website nya di benerin dong, mau daftar npwp susah banget, kode otp juga gak masuk-masuk",instagram,tolong website nya di benerin dong mau daftar npwp susah banget kode otp juga gak masukmasuk,"['tolong', 'website', 'ya', 'di', 'benerin', 'dong', 'mau', 'daftar', 'npwp', 'susah', 'banget', 'kode', 'otp', 'juga', 'tidak', 'masukmasuk']",-54,negative
Bisa dijelaskan kah apa manfaat buat kita yg tiap bulan bayar pph21. Untuk jalan umum ? Kendaraan tiap tahun juga dipajakin. Berak dipajakin sekalian,instagram,bisa dijelaskan kah apa manfaat buat kita yg tiap bulan bayar pph untuk jalan umum  kendaraan tiap tahun juga dipajakin berak dipajakin sekalian,"['bisa', 'dijelaskan', 'kah', 'apa', 'manfaat', 'buat', 'kita', 'yang', 'tiap', 'bulan', 'bayar', 'pph21', 'untuk', 'jalan', 'umum', 'kendaraan', 'tiap', 'tahun', 'juga', 'dipajakin', 'berak', 'dipajakin', 'sekalian']",-27,negative
"min mau tanya, website non aktifin pajak kita di djp-indomhdotcc ya? ada org pajak tlp katanya lewat situ namanya felicia, krn td lg keluar pas tlp balik yg angkat laki2 suaranya yg kyk tlp penipuan, klo bkn parah data ai bocor min nik, no kartu pajak alamat bener semua, kec email yg salah. pas cek lg websitenya lgsg d apus, pas d ai blg kok .cc belakangnya, dan blg mua cek dl d website pajak",instagram,min mau tanya website non aktifin pajak kita di djpindomhdotcc ya ada org pajak tlp katanya lewat situ namanya felicia krn td lg keluar pas tlp balik yg angkat laki suaranya yg kyk tlp penipuan klo bkn parah data ai bocor min nik no kartu pajak alamat bener semua kec email yg salah pas cek lg websitenya lgsg d apus pas d ai blg kok cc belakangnya dan blg mua cek dl d website pajak,"['min', 'mau', 'tanya', 'website', 'non', 'aktifin', 'pajak', 'kita', 'di', 'djpindomhdotcc', 'ya', 'ada', 'orang', 'pajak', 'telepon', 'katanya', 'lewat', 'situ', 'namanya', 'felicia', 'karena', 'tadi', 'lagi', 'keluar', 'pas', 'telepon', 'balik', 'yang', 'angkat', 'laki-laki', 'suaranya', 'yang', 'kayak', 'telepon', 'penipuan', 'kalau', 'bukan', 'parah', 'data', 'ai', 'bocor', 'min', 'nik', 'no', 'kartu', 'pajak', 'alamat', 'benar', 'semua', 'kec', 'email', 'yang', 'salah', 'pas', 'cek', 'lagi', 'websitenya', 'langsung', 'di', 'hapus', 'pas', 'di', 'ai', 'bilang', 'kok', 'cc', 'belakangnya', 'dan', 'bilang', 'mua', 'cek', 'dulu', 'di', 'website', 'pajak']",-181,negative
"Mau nanya, saya cari kerja sendiri ga dibantu negara tapi kenapa negara minta pajak nya pas udh kerja",instagram,mau nanya saya cari kerja sendiri ga dibantu negara tapi kenapa negara minta pajak nya pas udh kerja,"['mau', 'bertanya', 'saya', 'cari', 'kerja', 'sendiri', 'tidak', 'dibantu', 'negara', 'tapi', 'kenapa', 'negara', 'meminta', 'pajak', 'ya', 'pas', 'sudah', 'kerja']",-52,negative
Permisi min mau tanya. Buat NPWP secara online ko website nya eror yah? Atau udh ganti website?,instagram,permisi min mau tanya buat npwp secara online ko website nya eror yah atau udh ganti website,"['permisi', 'min', 'mau', 'tanya', 'buat', 'npwp', 'secara', 'online', 'kok', 'website', 'ya', 'eror', 'ya', 'atau', 'sudah', 'ganti', 'website']",-59,negative
Min kok buat npwp online selalu gagal ya bisa minta tolong?,instagram,min kok buat npwp online selalu gagal ya bisa minta tolong,"['min', 'kok', 'buat', 'npwp', 'online', 'selalu', 'gagal', 'ya', 'bisa', 'meminta', 'tolong']",-45,negative
pakkk cobak cek postingannya @prelovedtibo,instagram,pakkk cobak cek postingannya prelovedtibo,"['pakkk', 'coba', 'cek', 'postingannya', 'prelovedtibo']",-5,negative
Mimin cek nih postingannya @prelovedtibo,instagram,mimin cek nih postingannya prelovedtibo,"['admin', 'cek', 'nih', 'postingannya', 'prelovedtibo']",-4,negative
Tolong di pantau akun @jasa_titipeurope,instagram,tolong di pantau akun jasatitipeurope,"['tolong', 'di', 'pantau', 'akun', 'jasatitipeurope']",-9,negative
Kalo laporin kamu harus ke siapa? Ga ada yang nanggepin,instagram,kalo laporin kamu harus ke siapa ga ada yang nanggepin,"['kalau', 'laporin', 'kamu', 'harus', 'ke', 'siapa', 'tidak', 'ada', 'yang', 'menanggapi']",-33,negative
Mantap potongan bulan ini,instagram,mantap potongan bulan ini,"['mantap', 'potongan', 'bulan', 'ini']",-7,negative
"Halo min, ini pelaporan PPh yang masih gantung dikonsep spt gmn ya? Kita udh setor tgl sebelum jatuh tempo pembayaran pajaknya, minta tolong min coretaxnya diperbaiki dg cepat,kalo begini kita tersita waktu hanya menunggu pekerjaan yg seperti ini",instagram,halo min ini pelaporan pph yang masih gantung dikonsep spt gmn ya kita udh setor tgl sebelum jatuh tempo pembayaran pajaknya minta tolong min coretaxnya diperbaiki dg cepatkalo begini kita tersita waktu hanya menunggu pekerjaan yg seperti ini,"['halo', 'min', 'ini', 'pelaporan', 'pph', 'yang', 'masih', 'gantung', 'dikonsep', 'seperti', 'bagaimana', 'ya', 'kita', 'sudah', 'setor', 'tanggal', 'sebelum', 'jatuh', 'tempo', 'pembayaran', 'pajaknya', 'meminta', 'tolong', 'min', 'coretaxnya', 'diperbaiki', 'dengan', 'cepatkalo', 'begini', 'kita', 'tersita', 'waktu', 'hanya', 'menunggu', 'pekerjaan', 'yang', 'seperti', 'ini']",-83,negative
Gesss gimana potongan PPH 21 bulan Maret ini? Apakah rasanya ingin jungkir balik? .. Gue rasanya pengen teriak pake toa mesjid,instagram,gesss gimana potongan pph  bulan maret ini apakah rasanya ingin jungkir balik  gue rasanya pengen teriak pake toa mesjid,"['gesss', 'bagaimana', 'potongan', 'pph', '21', 'bulan', 'maret', 'ini', 'apakah', 'rasanya', 'ingin', 'jungkir', 'balik', 'gue', 'rasanya', 'pengin', 'teriak', 'pakai', 'toa', 'mesjid']",-17,negative
Coretax mau login nggak bisaa astagaaa,instagram,coretax mau login nggak bisaa astagaaa,"['coretax', 'mau', 'login', 'tidak', 'bisa', 'astaga']",-23,negative
Otp Yahoo mail error min? 2 jam belum ada email otp,instagram,otp yahoo mail error min  jam belum ada email otp,"['otp', 'yahoo', 'mail', 'error', 'min', '2', 'jam', 'belum', 'ada', 'email', 'otp']",-12,negative
"Kalau tolak coretax bisa ga..?  eror mulu tiap hari, pusing ↔",instagram,kalau tolak coretax bisa ga  eror mulu tiap hari pusing,"['kalau', 'tolak', 'coretax', 'bisa', 'tidak', 'eror', 'mulu', 'tiap', 'hari', 'pusing']",-45,negative
"Mulai deh mulai lg.. mau laporan spt ppn muter trs, giliran muncul blank smua",instagram,mulai deh mulai lg mau laporan spt ppn muter trs giliran muncul blank smua,"['mulai', 'deh', 'mulai', 'lagi', 'mau', 'laporan', 'seperti', 'ppn', 'muter', 'terus', 'giliran', 'muncul', 'blank', 'semua']",-20,negative
Buat npwp di step alamat ga muncul tombol verify kenapa ya? Berhari-hari.. ada yang sama nggak? Atau saya aja,instagram,buat npwp di step alamat ga muncul tombol verify kenapa ya berharihari ada yang sama nggak atau saya aja,"['buat', 'npwp', 'di', 'step', 'alamat', 'tidak', 'muncul', 'tombol', 'verify', 'kenapa', 'ya', 'berharihari', 'ada', 'yang', 'sama', 'tidak', 'atau', 'saya', 'saja']",-79,negative
link bikin npwp online apa guys? kok error mulu ya,instagram,link bikin npwp online apa guys kok error mulu ya,"['link', 'bikin', 'npwp', 'online', 'apa', 'guys', 'kok', 'error', 'mulu', 'ya']",-56,negative
Eh pak... Gak becus ya jaga data rakyat ? Masa saya sampe di chat spam wa sama nomer gak di kenal. Ngaku² dari djp nyuruh bayar pajak,instagram,eh pak gak becus ya jaga data rakyat  masa saya sampe di chat spam wa sama nomer gak di kenal ngaku dari djp nyuruh bayar pajak,"['eh', 'pak', 'tidak', 'becus', 'ya', 'jaga', 'data', 'rakyat', 'masa', 'saya', 'sampai', 'di', 'chat', 'spam', 'wa', 'sama', 'nomer', 'tidak', 'di', 'kenal', 'mengaku', 'dari', 'djp', 'nyuruh', 'bayar', 'pajak']",-91,negative
Pak Bu Benerin coretax lahhhhh ini saya mau lapor PPn masa nilai faktur sama SPT nya bedaaa ini kita yg bayar kita juga yg pusinggggg gmna sih kinerja nyaaaa bapuk bgt aplikasi,instagram,pak bu benerin coretax lahhhhh ini saya mau lapor ppn masa nilai faktur sama spt nya bedaaa ini kita yg bayar kita juga yg pusinggggg gmna sih kinerja nyaaaa bapuk bgt aplikasi,"['pak', 'bu', 'benerin', 'coretax', 'lahhhhh', 'ini', 'saya', 'mau', 'lapor', 'ppn', 'masa', 'nilai', 'faktur', 'sama', 'seperti', 'ya', 'beda', 'ini', 'kita', 'yang', 'bayar', 'kita', 'juga', 'yang', 'pusinggggg', 'bagaimana', 'sih', 'kinerja', 'nya', 'bapuk', 'banget', 'aplikasi']",-60,negative
"JANGAN LUPA BAYAR PAJAK YA,AGAR BISA BIKIN PROYEK TRILIUNAN AGAR BISA DI KORUPSI LAGI",instagram,jangan lupa bayar pajak yaagar bisa bikin proyek triliunan agar bisa di korupsi lagi,"['jangan', 'lupa', 'bayar', 'pajak', 'yaagar', 'bisa', 'bikin', 'proyek', 'triliunan', 'agar', 'bisa', 'di', 'korupsi', 'lagi']",-70,negative
"Tgl 20 Maret. Kode Billing SPT Unifikasi sudah expired tgl 12 Maret lalu, mau buat kode billing lagi tidak bisa karena satus masih menunggu pembayaran. Datang ke KPP Surabaya Gubeng info kalau masih perbaikan system. Ini sudah tgl 20 Maret batas pelaporan bagaimana ini @ditjenpajakri",instagram,tgl  maret kode billing spt unifikasi sudah expired tgl  maret lalu mau buat kode billing lagi tidak bisa karena satus masih menunggu pembayaran datang ke kpp surabaya gubeng info kalau masih perbaikan system ini sudah tgl  maret batas pelaporan bagaimana ini ditjenpajakri,"['tanggal', '20', 'maret', 'kode', 'billing', 'seperti', 'unifikasi', 'sudah', 'expired', 'tanggal', '12', 'maret', 'lalu', 'mau', 'buat', 'kode', 'billing', 'lagi', 'tidak', 'bisa', 'karena', 'satus', 'masih', 'menunggu', 'pembayaran', 'datang', 'ke', 'kpp', 'surabaya', 'gubeng', 'info', 'kalau', 'masih', 'perbaikan', 'system', 'ini', 'sudah', 'tanggal', '20', 'maret', 'batas', 'pelaporan', 'bagaimana', 'ini', 'ditjenpajakri']",-105,negative
Kira2 duitnya akan lari kmn ya?,instagram,kira duitnya akan lari kmn ya,"['kira-kira', 'duitnya', 'akan', 'lari', 'kemana', 'ya']",-20,negative
"Udah bayar spt dan laporan spt tahuan tpi tidak bisa validasi, gimana ni min? Udah sebulan lebih belom bisa juga",instagram,udah bayar spt dan laporan spt tahuan tpi tidak bisa validasi gimana ni min udah sebulan lebih belom bisa juga,"['sudah', 'bayar', 'seperti', 'dan', 'laporan', 'seperti', 'tahuan', 'tapi', 'tidak', 'bisa', 'validasi', 'bagaimana', 'nih', 'min', 'sudah', 'sebulan', 'lebih', 'belum', 'bisa', 'juga']",-63,negative
Tp kenapa tiap waktu ada defisit Mulu,instagram,tp kenapa tiap waktu ada defisit mulu,"['tapi', 'kenapa', 'tiap', 'waktu', 'ada', 'defisit', 'mulu']",-33,negative
"aku mau buat npwp, ini udah sampe tahap ajukan permohonan, tapi kenapa loading terus ya, plis solusi nya gimana",instagram,aku mau buat npwp ini udah sampe tahap ajukan permohonan tapi kenapa loading terus ya plis solusi nya gimana,"['aku', 'mau', 'buat', 'npwp', 'ini', 'sudah', 'sampai', 'tahap', 'ajukan', 'permohonan', 'tapi', 'kenapa', 'loading', 'terus', 'ya', 'plis', 'solusi', 'ya', 'bagaimana']",-74,negative
Lebih banyak dari setoran normal atau dari sp2dk dan pemeriksaan?,instagram,lebih banyak dari setoran normal atau dari spdk dan pemeriksaan,"['lebih', 'banyak', 'dari', 'setoran', 'normal', 'atau', 'dari', 'sp2dk', 'dan', 'pemeriksaan']",-13,negative
Coretax tiap hari ada aja masalah baru,instagram,coretax tiap hari ada aja masalah baru,"['coretax', 'tiap', 'hari', 'ada', 'saja', 'masalah', 'baru']",-10,negative
Sudah memasuki bulan ke 5 coretax masih perlu banyak penyempurnaan...,instagram,sudah memasuki bulan ke  coretax masih perlu banyak penyempurnaan,"['sudah', 'memasuki', 'bulan', 'ke', '5', 'coretax', 'masih', 'perlu', 'banyak', 'penyempurnaan']",-26,negative
duid sebanyak itu dipakai buat apa ya...?,instagram,duid sebanyak itu dipakai buat apa ya,"['duid', 'sebanyak', 'itu', 'dipakai', 'buat', 'apa', 'ya']",-13,negative
Tau ga saya ni WIT dan udh jam 8 ak msh d kantor depan tgg fpajak ga bisa buat,instagram,tau ga saya ni wit dan udh jam  ak msh d kantor depan tgg fpajak ga bisa buat,"['tau', 'tidak', 'saya', 'nih', 'wit', 'dan', 'sudah', 'jam', '8', 'aku', 'masih', 'di', 'kantor', 'depan', 'tgg', 'fpajak', 'tidak', 'bisa', 'buat']",-61,negative
"Ini dr seluruh sektor pajak kah min, kek perusahaan, karyawan, pbb, kendaraan?",instagram,ini dr seluruh sektor pajak kah min kek perusahaan karyawan pbb kendaraan,"['ini', 'dari', 'seluruh', 'sektor', 'pajak', 'kah', 'min', 'kayak', 'perusahaan', 'karyawan', 'pbb', 'kendaraan']",-18,negative
Coretaxx benerinnnnn,instagram,coretaxx benerinnnnn,"['coretaxx', 'benerinnnnn']",-9,negative
Terimakasih telah memalak,instagram,terimakasih telah memalak,"['terimakasih', 'telah', 'memalak']",-4,negative
"Iya nih hadeh haduh baget coretax e-fakturnya,, @ditjenpajakri",instagram,iya nih hadeh haduh baget coretax efakturnya ditjenpajakri,"['iya', 'nih', 'hadeh', 'aduh', 'banget', 'coretax', 'efakturnya', 'ditjenpajakri']",-16,negative
Coretax gak bisa dibuka siang ini,instagram,coretax gak bisa dibuka siang ini,"['coretax', 'tidak', 'bisa', 'dibuka', 'siang', 'ini']",-36,negative
"coretax nya pak , bgus bnget asli sampe habis kesabaran pak",instagram,coretax nya pak  bgus bnget asli sampe habis kesabaran pak,"['coretax', 'ya', 'pak', 'bagus', 'banget', 'asli', 'sampai', 'habis', 'kesabaran', 'pak']",-33,negative
BPPU coretax pak uda 3 hari,instagram,bppu coretax pak uda  hari,"['bppu', 'coretax', 'pak', 'sudah', '3', 'hari']",-9,negative
Coretaxmu rak jelas ngono o... nyusahke wong akeh...,instagram,coretaxmu rak jelas ngono o nyusahke wong akeh,"['coretaxmu', 'rak', 'jelas', 'ngono', 'o', 'nyusahke', 'wong', 'akeh']",-3,negative
"Coretax error min... Jumat 23/05, 11.30 WIB",instagram,coretax error min jumat   wib,"['coretax', 'error', 'min', 'jumat', '2305', '1130', 'wib']",-7,negative
yatuhan coRETAXNYA TOLONG YA PAK IBUKKK,instagram,yatuhan coretaxnya tolong ya pak ibukkk,"['yatuhan', 'coretaxnya', 'tolong', 'ya', 'pak', 'ibukkk']",-11,negative
CORETAXNYA KNP LG INI MAU BUAT FK LOG INI AJA GABISAAAA,instagram,coretaxnya knp lg ini mau buat fk log ini aja gabisaaaa,"['coretaxnya', 'kenapa', 'lagi', 'ini', 'mau', 'buat', 'fk', 'log', 'ini', 'saja', 'gabisaaaa']",-37,negative
CORETAX GAK BISA DIBUKAAAA,instagram,coretax gak bisa dibukaaaa,"['coretax', 'tidak', 'bisa', 'dibukaaaa']",-18,negative
Kak aku daftar NPWP di web kenapa nomer KK tidak valid terus ya padahal udh bener² sama?,instagram,kak aku daftar npwp di web kenapa nomer kk tidak valid terus ya padahal udh bener sama,"['kak', 'aku', 'daftar', 'npwp', 'di', 'web', 'kenapa', 'nomer', 'kakak', 'tidak', 'valid', 'terus', 'ya', 'padahal', 'sudah', 'benar', 'sama']",-85,negative
Pak/ Bu Coretax tidak bisa diakses cape dehhh,instagram,pak bu coretax tidak bisa diakses cape dehhh,"['pak', 'bu', 'coretax', 'tidak', 'bisa', 'diakses', 'capek', 'deh']",-31,negative
"Ini bikin Faktu pajak keluaran dari Efaktur Dekstop ga berlaku lagi ya? Kok ada lawan transaksi minta faktur pajak yang coretax,ga bisa yang efaktur lagi",instagram,ini bikin faktu pajak keluaran dari efaktur dekstop ga berlaku lagi ya kok ada lawan transaksi minta faktur pajak yang coretaxga bisa yang efaktur lagi,"['ini', 'bikin', 'faktu', 'pajak', 'keluaran', 'dari', 'efaktur', 'dekstop', 'tidak', 'berlaku', 'lagi', 'ya', 'kok', 'ada', 'lawan', 'transaksi', 'meminta', 'faktur', 'pajak', 'yang', 'coretaxga', 'bisa', 'yang', 'efaktur', 'lagi']",-90,negative
"3 kata lucu, “Signing_in_progress”",instagram,kata lucu signinginprogress,"['3', 'kata', 'lucu', 'signinginprogress']",-3,negative
Sdm unggulan ngurus coretax udh mau setengah tahun gk beres2 wkwkwkwkk,instagram,sdm unggulan ngurus coretax udh mau setengah tahun gk beres wkwkwkwkk,"['sdm', 'unggulan', 'mengurus', 'coretax', 'sudah', 'mau', 'setengah', 'tahun', 'tidak', 'beres2', 'wkwkwkwkk']",-17,negative
pak coretax pak saya mau bayar pajak susah,instagram,pak coretax pak saya mau bayar pajak susah,"['pak', 'coretax', 'pak', 'saya', 'mau', 'bayar', 'pajak', 'susah']",-25,negative
min @ditjenpajakri saya nungguin otp pesan kooo ga masuk2?,instagram,min ditjenpajakri saya nungguin otp pesan kooo ga masuk,"['min', 'ditjenpajakri', 'saya', 'menunggu', 'otp', 'pesan', 'kooo', 'tidak', 'masuk2']",-18,negative
"Heii tolong perbaiki DJP Online nya yaa... saya mau login tapi email verifikasi nggak masuk, udah berapa hari kayak gini... terus nyuruh lapor? Gimana caranya woiiii",instagram,heii tolong perbaiki djp online nya yaa saya mau login tapi email verifikasi nggak masuk udah berapa hari kayak gini terus nyuruh lapor gimana caranya woiiii,"['hai', 'tolong', 'perbaiki', 'djp', 'online', 'ya', 'ya', 'saya', 'mau', 'login', 'tapi', 'email', 'verifikasi', 'tidak', 'masuk', 'sudah', 'berapa', 'hari', 'kayak', 'begini', 'terus', 'nyuruh', 'lapor', 'bagaimana', 'caranya', 'woiiii']",-66,negative
"Kalau konsep masa ppn februari belum muncul otomatis,,bolehhh buat konsep sendiri? tolong dijawab ya teman teman",instagram,kalau konsep masa ppn februari belum muncul otomatisbolehhh buat konsep sendiri tolong dijawab ya teman teman,"['kalau', 'konsep', 'masa', 'ppn', 'februari', 'belum', 'muncul', 'otomatisbolehhh', 'buat', 'konsep', 'sendiri', 'tolong', 'dijawab', 'ya', 'teman', 'teman']",-26,negative
Ribet banget efin aja harus offlien?????,instagram,ribet banget efin aja harus offlien,"['ribet', 'banget', 'efin', 'saja', 'harus', 'offlien']",-26,negative
